feature_name,fraction_above_threshold,rank
Pos201_Paired-Opening,0.0,104
Pos176_Paired-Opening,0.0,105
Pos176_Unpaired,0.0,106
Pos175_Paired-Closing,0.0,107
Pos175_Paired-Opening,0.0,108
Pos150_Paired-Opening,0.0,109
Pos150_Paired-Closing,0.0,110
Pos151_Unpaired,0.0,111
Pos151_Paired-Opening,0.0,112
Pos151_Paired-Closing,0.0,113
Pos152_Unpaired,0.0,114
Pos152_Paired-Opening,0.0,115
Pos152_Paired-Closing,0.0,116
Pos153_Unpaired,0.0,117
Pos153_Paired-Opening,0.0,118
Pos153_Paired-Closing,0.0,119
Pos154_Unpaired,0.0,120
Pos154_Paired-Opening,0.0,121
Pos154_Paired-Closing,0.0,122
Pos155_Unpaired,0.0,123
Pos155_Paired-Opening,0.0,124
Pos155_Paired-Closing,0.0,125
Pos156_Unpaired,0.0,126
Pos156_Paired-Opening,0.0,127
Pos156_Paired-Closing,0.0,128
Pos157_Unpaired,0.0,129
Pos157_Paired-Opening,0.0,130
Pos157_Paired-Closing,0.0,131
Pos150_Unpaired,0.0,132
Pos149_Paired-Closing,0.0,133
Pos149_Paired-Opening,0.0,134
Pos145_Unpaired,0.0,135
Pos141_Paired-Closing,0.0,136
Pos142_Unpaired,0.0,137
Pos142_Paired-Opening,0.0,138
Pos142_Paired-Closing,0.0,139
Pos143_Unpaired,0.0,140
Pos143_Paired-Opening,0.0,141
Pos143_Paired-Closing,0.0,142
Pos144_Unpaired,0.0,143
Pos144_Paired-Opening,0.0,144
Pos144_Paired-Closing,0.0,145
Pos145_Paired-Opening,0.0,146
Pos149_Unpaired,0.0,147
Pos145_Paired-Closing,0.0,148
Pos146_Unpaired,0.0,149
Pos146_Paired-Opening,0.0,150
Pos146_Paired-Closing,0.0,151
Pos147_Unpaired,0.0,152
Pos147_Paired-Opening,0.0,153
Pos147_Paired-Closing,0.0,154
Pos148_Unpaired,0.0,155
Pos148_Paired-Opening,0.0,156
Pos148_Paired-Closing,0.0,157
Pos158_Unpaired,0.0,158
Pos158_Paired-Opening,0.0,159
Pos158_Paired-Closing,0.0,160
Pos171_Paired-Opening,0.0,161
Pos168_Unpaired,0.0,162
Pos168_Paired-Opening,0.0,163
Pos168_Paired-Closing,0.0,164
Pos169_Unpaired,0.0,165
Pos169_Paired-Opening,0.0,166
Pos169_Paired-Closing,0.0,167
Pos170_Unpaired,0.0,168
Pos170_Paired-Opening,0.0,169
Pos170_Paired-Closing,0.0,170
Pos171_Unpaired,0.0,171
Pos171_Paired-Closing,0.0,172
Pos167_Paired-Opening,0.0,173
Pos172_Unpaired,0.0,174
Pos172_Paired-Opening,0.0,175
Pos172_Paired-Closing,0.0,176
Pos173_Unpaired,0.0,177
Pos173_Paired-Opening,0.0,178
Pos173_Paired-Closing,0.0,179
Pos174_Unpaired,0.0,180
Pos174_Paired-Opening,0.0,181
Pos174_Paired-Closing,0.0,182
Pos175_Unpaired,0.0,183
Pos167_Paired-Closing,0.0,184
Pos167_Unpaired,0.0,185
Pos159_Unpaired,0.0,186
Pos162_Paired-Closing,0.0,187
Pos159_Paired-Opening,0.0,188
Pos159_Paired-Closing,0.0,189
Pos160_Unpaired,0.0,190
Pos160_Paired-Opening,0.0,191
Pos160_Paired-Closing,0.0,192
Pos161_Unpaired,0.0,193
Pos161_Paired-Opening,0.0,194
Pos161_Paired-Closing,0.0,195
Pos162_Unpaired,0.0,196
Pos162_Paired-Opening,0.0,197
Pos163_Unpaired,0.0,198
Pos166_Paired-Closing,0.0,199
Pos163_Paired-Opening,0.0,200
Pos163_Paired-Closing,0.0,201
Pos164_Unpaired,0.0,202
Pos164_Paired-Opening,0.0,203
Pos164_Paired-Closing,0.0,204
Pos165_Unpaired,0.0,205
Pos165_Paired-Opening,0.0,206
Pos165_Paired-Closing,0.0,207
Pos166_Unpaired,0.0,208
Pos166_Paired-Opening,0.0,209
Pos210_Paired-Closing,0.0,210
Pos211_Unpaired,0.0,211
Pos211_Paired-Opening,0.0,212
Pos246_Paired-Opening,0.0,213
Pos255_Paired-Closing,0.0,214
Pos256_Unpaired,0.0,215
Pos256_Paired-Opening,0.0,216
Pos256_Paired-Closing,0.0,217
Pos257_Unpaired,0.0,218
Pos257_Paired-Opening,0.0,219
Pos257_Paired-Closing,0.0,220
Pos258_Unpaired,0.0,221
Pos258_Paired-Opening,0.0,222
Pos258_Paired-Closing,0.0,223
Pos259_Unpaired,0.0,224
Pos259_Paired-Opening,0.0,225
Pos259_Paired-Closing,0.0,226
Pos260_Unpaired,0.0,227
Pos260_Paired-Opening,0.0,228
Pos260_Paired-Closing,0.0,229
Pos261_Unpaired,0.0,230
Pos261_Paired-Opening,0.0,231
Pos261_Paired-Closing,0.0,232
Pos262_Unpaired,0.0,233
Pos262_Paired-Opening,0.0,234
Pos262_Paired-Closing,0.0,235
Pos263_Unpaired,0.0,236
Pos255_Paired-Opening,0.0,237
Pos255_Unpaired,0.0,238
Pos254_Paired-Closing,0.0,239
Pos250_Paired-Opening,0.0,240
Pos247_Unpaired,0.0,241
Pos247_Paired-Opening,0.0,242
Pos247_Paired-Closing,0.0,243
Pos248_Unpaired,0.0,244
Pos248_Paired-Opening,0.0,245
Pos248_Paired-Closing,0.0,246
Pos249_Unpaired,0.0,247
Pos249_Paired-Opening,0.0,248
Pos249_Paired-Closing,0.0,249
Pos250_Unpaired,0.0,250
Pos250_Paired-Closing,0.0,251
Pos254_Paired-Opening,0.0,252
Pos251_Unpaired,0.0,253
Pos251_Paired-Opening,0.0,254
Pos251_Paired-Closing,0.0,255
Pos252_Unpaired,0.0,256
Pos252_Paired-Opening,0.0,257
Pos252_Paired-Closing,0.0,258
Pos253_Unpaired,0.0,259
Pos253_Paired-Opening,0.0,260
Pos253_Paired-Closing,0.0,261
Pos254_Unpaired,0.0,262
Pos263_Paired-Opening,0.0,263
Pos263_Paired-Closing,0.0,264
Pos264_Unpaired,0.0,265
Pos276_Paired-Closing,0.0,266
Pos273_Paired-Opening,0.0,267
Pos273_Paired-Closing,0.0,268
Pos274_Unpaired,0.0,269
Pos274_Paired-Opening,0.0,270
Pos274_Paired-Closing,0.0,271
Pos275_Unpaired,0.0,272
Pos275_Paired-Opening,0.0,273
Pos275_Paired-Closing,0.0,274
Pos276_Unpaired,0.0,275
Pos276_Paired-Opening,0.0,276
Pos277_Unpaired,0.0,277
Pos272_Paired-Closing,0.0,278
Pos277_Paired-Opening,0.0,279
Pos277_Paired-Closing,0.0,280
Pos278_Unpaired,0.0,281
Pos278_Paired-Opening,0.0,282
Pos278_Paired-Closing,0.0,283
Pos279_Unpaired,0.0,284
Pos279_Paired-Opening,0.0,285
Pos279_Paired-Closing,0.0,286
Pos280_Unpaired,0.0,287
Pos280_Paired-Opening,0.0,288
Pos273_Unpaired,0.0,289
Pos272_Paired-Opening,0.0,290
Pos264_Paired-Opening,0.0,291
Pos268_Unpaired,0.0,292
Pos264_Paired-Closing,0.0,293
Pos265_Unpaired,0.0,294
Pos265_Paired-Opening,0.0,295
Pos265_Paired-Closing,0.0,296
Pos266_Unpaired,0.0,297
Pos266_Paired-Opening,0.0,298
Pos266_Paired-Closing,0.0,299
Pos267_Unpaired,0.0,300
Pos267_Paired-Opening,0.0,301
Pos267_Paired-Closing,0.0,302
Pos268_Paired-Opening,0.0,303
Pos272_Unpaired,0.0,304
Pos268_Paired-Closing,0.0,305
Pos269_Unpaired,0.0,306
Pos269_Paired-Opening,0.0,307
Pos269_Paired-Closing,0.0,308
Pos270_Unpaired,0.0,309
Pos270_Paired-Opening,0.0,310
Pos270_Paired-Closing,0.0,311
Pos271_Unpaired,0.0,312
Pos271_Paired-Opening,0.0,313
Pos271_Paired-Closing,0.0,314
Pos246_Paired-Closing,0.0,315
Pos246_Unpaired,0.0,316
Pos211_Paired-Closing,0.0,317
Pos245_Paired-Closing,0.0,318
Pos220_Paired-Closing,0.0,319
Pos221_Unpaired,0.0,320
Pos221_Paired-Opening,0.0,321
Pos221_Paired-Closing,0.0,322
Pos222_Unpaired,0.0,323
Pos222_Paired-Opening,0.0,324
Pos222_Paired-Closing,0.0,325
Pos223_Unpaired,0.0,326
Pos223_Paired-Opening,0.0,327
Pos223_Paired-Closing,0.0,328
Pos224_Unpaired,0.0,329
Pos224_Paired-Opening,0.0,330
Pos224_Paired-Closing,0.0,331
Pos225_Unpaired,0.0,332
Pos225_Paired-Opening,0.0,333
Pos225_Paired-Closing,0.0,334
Pos226_Unpaired,0.0,335
Pos226_Paired-Opening,0.0,336
Pos226_Paired-Closing,0.0,337
Pos227_Unpaired,0.0,338
Pos227_Paired-Opening,0.0,339
Pos227_Paired-Closing,0.0,340
Pos228_Unpaired,0.0,341
Pos220_Paired-Opening,0.0,342
Pos220_Unpaired,0.0,343
Pos219_Paired-Closing,0.0,344
Pos215_Paired-Opening,0.0,345
Pos212_Unpaired,0.0,346
Pos212_Paired-Opening,0.0,347
Pos212_Paired-Closing,0.0,348
Pos213_Unpaired,0.0,349
Pos213_Paired-Opening,0.0,350
Pos213_Paired-Closing,0.0,351
Pos214_Unpaired,0.0,352
Pos214_Paired-Opening,0.0,353
Pos214_Paired-Closing,0.0,354
Pos215_Unpaired,0.0,355
Pos215_Paired-Closing,0.0,356
Pos219_Paired-Opening,0.0,357
Pos216_Unpaired,0.0,358
Pos216_Paired-Opening,0.0,359
Pos216_Paired-Closing,0.0,360
Pos217_Unpaired,0.0,361
Pos217_Paired-Opening,0.0,362
Pos217_Paired-Closing,0.0,363
Pos218_Unpaired,0.0,364
Pos218_Paired-Opening,0.0,365
Pos218_Paired-Closing,0.0,366
Pos219_Unpaired,0.0,367
Pos228_Paired-Opening,0.0,368
Pos228_Paired-Closing,0.0,369
Pos229_Unpaired,0.0,370
Pos241_Paired-Closing,0.0,371
Pos238_Paired-Opening,0.0,372
Pos238_Paired-Closing,0.0,373
Pos239_Unpaired,0.0,374
Pos239_Paired-Opening,0.0,375
Pos239_Paired-Closing,0.0,376
Pos240_Unpaired,0.0,377
Pos240_Paired-Opening,0.0,378
Pos240_Paired-Closing,0.0,379
Pos241_Unpaired,0.0,380
Pos241_Paired-Opening,0.0,381
Pos242_Unpaired,0.0,382
Pos237_Paired-Closing,0.0,383
Pos242_Paired-Opening,0.0,384
Pos242_Paired-Closing,0.0,385
Pos243_Unpaired,0.0,386
Pos243_Paired-Opening,0.0,387
Pos243_Paired-Closing,0.0,388
Pos244_Unpaired,0.0,389
Pos244_Paired-Opening,0.0,390
Pos244_Paired-Closing,0.0,391
Pos245_Unpaired,0.0,392
Pos245_Paired-Opening,0.0,393
Pos238_Unpaired,0.0,394
Pos237_Paired-Opening,0.0,395
Pos229_Paired-Opening,0.0,396
Pos233_Unpaired,0.0,397
Pos229_Paired-Closing,0.0,398
Pos230_Unpaired,0.0,399
Pos230_Paired-Opening,0.0,400
Pos230_Paired-Closing,0.0,401
Pos231_Unpaired,0.0,402
Pos231_Paired-Opening,0.0,403
Pos231_Paired-Closing,0.0,404
Pos232_Unpaired,0.0,405
Pos232_Paired-Opening,0.0,406
Pos232_Paired-Closing,0.0,407
Pos233_Paired-Opening,0.0,408
Pos237_Unpaired,0.0,409
Pos233_Paired-Closing,0.0,410
Pos234_Unpaired,0.0,411
Pos234_Paired-Opening,0.0,412
Pos234_Paired-Closing,0.0,413
Pos235_Unpaired,0.0,414
Pos235_Paired-Opening,0.0,415
Pos235_Paired-Closing,0.0,416
Pos236_Unpaired,0.0,417
Pos236_Paired-Opening,0.0,418
Pos236_Paired-Closing,0.0,419
Pos141_Paired-Opening,0.0,420
Pos141_Unpaired,0.0,421
Pos140_Paired-Closing,0.0,422
Pos36_Unpaired,0.0,423
Pos45_Paired-Opening,0.0,424
Pos45_Paired-Closing,0.0,425
Pos46_Unpaired,0.0,426
Pos46_Paired-Opening,0.0,427
Pos46_Paired-Closing,0.0,428
Pos47_Unpaired,0.0,429
Pos47_Paired-Opening,0.0,430
Pos47_Paired-Closing,0.0,431
Pos48_Unpaired,0.0,432
Pos48_Paired-Opening,0.0,433
Pos48_Paired-Closing,0.0,434
Pos49_Unpaired,0.0,435
Pos49_Paired-Opening,0.0,436
Pos49_Paired-Closing,0.0,437
Pos50_Unpaired,0.0,438
Pos50_Paired-Opening,0.0,439
Pos50_Paired-Closing,0.0,440
Pos51_Unpaired,0.0,441
Pos51_Paired-Opening,0.0,442
Pos51_Paired-Closing,0.0,443
Pos52_Unpaired,0.0,444
Pos52_Paired-Opening,0.0,445
Pos52_Paired-Closing,0.0,446
Pos45_Unpaired,0.0,447
Pos44_Paired-Closing,0.0,448
Pos44_Paired-Opening,0.0,449
Pos40_Unpaired,0.0,450
Pos36_Paired-Closing,0.0,451
Pos37_Unpaired,0.0,452
Pos37_Paired-Opening,0.0,453
Pos37_Paired-Closing,0.0,454
Pos38_Unpaired,0.0,455
Pos38_Paired-Opening,0.0,456
Pos38_Paired-Closing,0.0,457
Pos39_Unpaired,0.0,458
Pos39_Paired-Opening,0.0,459
Pos39_Paired-Closing,0.0,460
Pos40_Paired-Opening,0.0,461
Pos44_Unpaired,0.0,462
Pos40_Paired-Closing,0.0,463
Pos41_Unpaired,0.0,464
Pos41_Paired-Opening,0.0,465
Pos41_Paired-Closing,0.0,466
Pos42_Unpaired,0.0,467
Pos42_Paired-Opening,0.0,468
Pos42_Paired-Closing,0.0,469
Pos43_Unpaired,0.0,470
Pos43_Paired-Opening,0.0,471
Pos43_Paired-Closing,0.0,472
Pos53_Unpaired,0.0,473
Pos53_Paired-Opening,0.0,474
Pos53_Paired-Closing,0.0,475
Pos66_Paired-Opening,0.0,476
Pos63_Unpaired,0.0,477
Pos63_Paired-Opening,0.0,478
Pos63_Paired-Closing,0.0,479
Pos64_Unpaired,0.0,480
Pos64_Paired-Opening,0.0,481
Pos64_Paired-Closing,0.0,482
Pos65_Unpaired,0.0,483
Pos65_Paired-Opening,0.0,484
Pos65_Paired-Closing,0.0,485
Pos66_Unpaired,0.0,486
Pos66_Paired-Closing,0.0,487
Pos62_Paired-Opening,0.0,488
Pos67_Unpaired,0.0,489
Pos67_Paired-Opening,0.0,490
Pos67_Paired-Closing,0.0,491
Pos68_Unpaired,0.0,492
Pos68_Paired-Opening,0.0,493
Pos68_Paired-Closing,0.0,494
Pos69_Unpaired,0.0,495
Pos69_Paired-Opening,0.0,496
Pos69_Paired-Closing,0.0,497
Pos70_Unpaired,0.0,498
Pos62_Paired-Closing,0.0,499
Pos62_Unpaired,0.0,500
Pos54_Unpaired,0.0,501
Pos57_Paired-Closing,0.0,502
Pos54_Paired-Opening,0.0,503
Pos54_Paired-Closing,0.0,504
Pos55_Unpaired,0.0,505
Pos55_Paired-Opening,0.0,506
Pos55_Paired-Closing,0.0,507
Pos56_Unpaired,0.0,508
Pos56_Paired-Opening,0.0,509
Pos56_Paired-Closing,0.0,510
Pos57_Unpaired,0.0,511
Pos57_Paired-Opening,0.0,512
Pos58_Unpaired,0.0,513
Pos61_Paired-Closing,0.0,514
Pos58_Paired-Opening,0.0,515
Pos58_Paired-Closing,0.0,516
Pos59_Unpaired,0.0,517
Pos59_Paired-Opening,0.0,518
Pos59_Paired-Closing,0.0,519
Pos60_Unpaired,0.0,520
Pos60_Paired-Opening,0.0,521
Pos60_Paired-Closing,0.0,522
Pos61_Unpaired,0.0,523
Pos61_Paired-Opening,0.0,524
Pos36_Paired-Opening,0.0,525
Pos35_Paired-Closing,0.0,526
Pos70_Paired-Closing,0.0,527
Pos35_Paired-Opening,0.0,528
Pos10_Paired-Opening,0.0,529
Pos10_Paired-Closing,0.0,530
Pos11_Unpaired,0.0,531
Pos11_Paired-Opening,0.0,532
Pos11_Paired-Closing,0.0,533
Pos12_Unpaired,0.0,534
Pos12_Paired-Opening,0.0,535
Pos12_Paired-Closing,0.0,536
Pos13_Unpaired,0.0,537
Pos13_Paired-Opening,0.0,538
Pos13_Paired-Closing,0.0,539
Pos14_Unpaired,0.0,540
Pos14_Paired-Opening,0.0,541
Pos14_Paired-Closing,0.0,542
Pos15_Unpaired,0.0,543
Pos15_Paired-Opening,0.0,544
Pos15_Paired-Closing,0.0,545
Pos16_Unpaired,0.0,546
Pos16_Paired-Opening,0.0,547
Pos16_Paired-Closing,0.0,548
Pos17_Unpaired,0.0,549
Pos17_Paired-Opening,0.0,550
Pos17_Paired-Closing,0.0,551
Pos10_Unpaired,0.0,552
Pos9_Paired-Closing,0.0,553
Pos9_Paired-Opening,0.0,554
Pos5_Unpaired,0.0,555
Pos1_Paired-Closing,0.0,556
Pos2_Unpaired,0.0,557
Pos2_Paired-Opening,0.0,558
Pos2_Paired-Closing,0.0,559
Pos3_Unpaired,0.0,560
Pos3_Paired-Opening,0.0,561
Pos3_Paired-Closing,0.0,562
Pos4_Unpaired,0.0,563
Pos4_Paired-Opening,0.0,564
Pos4_Paired-Closing,0.0,565
Pos5_Paired-Opening,0.0,566
Pos9_Unpaired,0.0,567
Pos5_Paired-Closing,0.0,568
Pos6_Unpaired,0.0,569
Pos6_Paired-Opening,0.0,570
Pos6_Paired-Closing,0.0,571
Pos7_Unpaired,0.0,572
Pos7_Paired-Opening,0.0,573
Pos7_Paired-Closing,0.0,574
Pos8_Unpaired,0.0,575
Pos8_Paired-Opening,0.0,576
Pos8_Paired-Closing,0.0,577
Pos18_Unpaired,0.0,578
Pos18_Paired-Opening,0.0,579
Pos18_Paired-Closing,0.0,580
Pos31_Paired-Opening,0.0,581
Pos28_Unpaired,0.0,582
Pos28_Paired-Opening,0.0,583
Pos28_Paired-Closing,0.0,584
Pos29_Unpaired,0.0,585
Pos29_Paired-Opening,0.0,586
Pos29_Paired-Closing,0.0,587
Pos30_Unpaired,0.0,588
Pos30_Paired-Opening,0.0,589
Pos30_Paired-Closing,0.0,590
Pos31_Unpaired,0.0,591
Pos31_Paired-Closing,0.0,592
Pos27_Paired-Opening,0.0,593
Pos32_Unpaired,0.0,594
Pos32_Paired-Opening,0.0,595
Pos32_Paired-Closing,0.0,596
Pos33_Unpaired,0.0,597
Pos33_Paired-Opening,0.0,598
Pos33_Paired-Closing,0.0,599
Pos34_Unpaired,0.0,600
Pos34_Paired-Opening,0.0,601
Pos34_Paired-Closing,0.0,602
Pos35_Unpaired,0.0,603
Pos27_Paired-Closing,0.0,604
Pos27_Unpaired,0.0,605
Pos19_Unpaired,0.0,606
Pos22_Paired-Closing,0.0,607
Pos19_Paired-Opening,0.0,608
Pos19_Paired-Closing,0.0,609
Pos20_Unpaired,0.0,610
Pos20_Paired-Opening,0.0,611
Pos20_Paired-Closing,0.0,612
Pos21_Unpaired,0.0,613
Pos21_Paired-Opening,0.0,614
Pos21_Paired-Closing,0.0,615
Pos22_Unpaired,0.0,616
Pos22_Paired-Opening,0.0,617
Pos23_Unpaired,0.0,618
Pos26_Paired-Closing,0.0,619
Pos23_Paired-Opening,0.0,620
Pos23_Paired-Closing,0.0,621
Pos24_Unpaired,0.0,622
Pos24_Paired-Opening,0.0,623
Pos24_Paired-Closing,0.0,624
Pos25_Unpaired,0.0,625
Pos25_Paired-Opening,0.0,626
Pos25_Paired-Closing,0.0,627
Pos26_Unpaired,0.0,628
Pos26_Paired-Opening,0.0,629
Pos70_Paired-Opening,0.0,630
Pos71_Unpaired,0.0,631
Pos140_Paired-Opening,0.0,632
Pos106_Unpaired,0.0,633
Pos115_Paired-Opening,0.0,634
Pos115_Paired-Closing,0.0,635
Pos116_Unpaired,0.0,636
Pos116_Paired-Opening,0.0,637
Pos116_Paired-Closing,0.0,638
Pos117_Unpaired,0.0,639
Pos117_Paired-Opening,0.0,640
Pos117_Paired-Closing,0.0,641
Pos118_Unpaired,0.0,642
Pos118_Paired-Opening,0.0,643
Pos118_Paired-Closing,0.0,644
Pos119_Unpaired,0.0,645
Pos119_Paired-Opening,0.0,646
Pos119_Paired-Closing,0.0,647
Pos120_Unpaired,0.0,648
Pos120_Paired-Opening,0.0,649
Pos120_Paired-Closing,0.0,650
Pos121_Unpaired,0.0,651
Pos121_Paired-Opening,0.0,652
Pos121_Paired-Closing,0.0,653
Pos122_Unpaired,0.0,654
Pos122_Paired-Opening,0.0,655
Pos122_Paired-Closing,0.0,656
Pos115_Unpaired,0.0,657
Pos114_Paired-Closing,0.0,658
Pos114_Paired-Opening,0.0,659
Pos110_Unpaired,0.0,660
Pos106_Paired-Closing,0.0,661
Pos107_Unpaired,0.0,662
Pos107_Paired-Opening,0.0,663
Pos107_Paired-Closing,0.0,664
Pos108_Unpaired,0.0,665
Pos108_Paired-Opening,0.0,666
Pos108_Paired-Closing,0.0,667
Pos109_Unpaired,0.0,668
Pos109_Paired-Opening,0.0,669
Pos109_Paired-Closing,0.0,670
Pos110_Paired-Opening,0.0,671
Pos114_Unpaired,0.0,672
Pos110_Paired-Closing,0.0,673
Pos111_Unpaired,0.0,674
Pos111_Paired-Opening,0.0,675
Pos111_Paired-Closing,0.0,676
Pos112_Unpaired,0.0,677
Pos112_Paired-Opening,0.0,678
Pos112_Paired-Closing,0.0,679
Pos113_Unpaired,0.0,680
Pos113_Paired-Opening,0.0,681
Pos113_Paired-Closing,0.0,682
Pos123_Unpaired,0.0,683
Pos123_Paired-Opening,0.0,684
Pos123_Paired-Closing,0.0,685
Pos136_Paired-Opening,0.0,686
Pos133_Unpaired,0.0,687
Pos133_Paired-Opening,0.0,688
Pos133_Paired-Closing,0.0,689
Pos134_Unpaired,0.0,690
Pos134_Paired-Opening,0.0,691
Pos134_Paired-Closing,0.0,692
Pos135_Unpaired,0.0,693
Pos135_Paired-Opening,0.0,694
Pos135_Paired-Closing,0.0,695
Pos136_Unpaired,0.0,696
Pos136_Paired-Closing,0.0,697
Pos132_Paired-Opening,0.0,698
Pos137_Unpaired,0.0,699
Pos137_Paired-Opening,0.0,700
Pos137_Paired-Closing,0.0,701
Pos138_Unpaired,0.0,702
Pos138_Paired-Opening,0.0,703
Pos138_Paired-Closing,0.0,704
Pos139_Unpaired,0.0,705
Pos139_Paired-Opening,0.0,706
Pos139_Paired-Closing,0.0,707
Pos140_Unpaired,0.0,708
Pos132_Paired-Closing,0.0,709
Pos132_Unpaired,0.0,710
Pos124_Unpaired,0.0,711
Pos127_Paired-Closing,0.0,712
Pos124_Paired-Opening,0.0,713
Pos124_Paired-Closing,0.0,714
Pos125_Unpaired,0.0,715
Pos125_Paired-Opening,0.0,716
Pos125_Paired-Closing,0.0,717
Pos126_Unpaired,0.0,718
Pos126_Paired-Opening,0.0,719
Pos126_Paired-Closing,0.0,720
Pos127_Unpaired,0.0,721
Pos127_Paired-Opening,0.0,722
Pos128_Unpaired,0.0,723
Pos131_Paired-Closing,0.0,724
Pos128_Paired-Opening,0.0,725
Pos128_Paired-Closing,0.0,726
Pos129_Unpaired,0.0,727
Pos129_Paired-Opening,0.0,728
Pos129_Paired-Closing,0.0,729
Pos130_Unpaired,0.0,730
Pos130_Paired-Opening,0.0,731
Pos130_Paired-Closing,0.0,732
Pos131_Unpaired,0.0,733
Pos131_Paired-Opening,0.0,734
Pos106_Paired-Opening,0.0,735
Pos105_Paired-Closing,0.0,736
Pos71_Paired-Opening,0.0,737
Pos105_Paired-Opening,0.0,738
Pos80_Paired-Opening,0.0,739
Pos80_Paired-Closing,0.0,740
Pos81_Unpaired,0.0,741
Pos81_Paired-Opening,0.0,742
Pos81_Paired-Closing,0.0,743
Pos82_Unpaired,0.0,744
Pos82_Paired-Opening,0.0,745
Pos82_Paired-Closing,0.0,746
Pos83_Unpaired,0.0,747
Pos83_Paired-Opening,0.0,748
Pos83_Paired-Closing,0.0,749
Pos84_Unpaired,0.0,750
Pos84_Paired-Opening,0.0,751
Pos84_Paired-Closing,0.0,752
Pos85_Unpaired,0.0,753
Pos85_Paired-Opening,0.0,754
Pos85_Paired-Closing,0.0,755
Pos86_Unpaired,0.0,756
Pos86_Paired-Opening,0.0,757
Pos86_Paired-Closing,0.0,758
Pos87_Unpaired,0.0,759
Pos87_Paired-Opening,0.0,760
Pos87_Paired-Closing,0.0,761
