Feature,Q1,Q3,Median Spearman Correlation
Pos47_Paired-Closing,-0.759,-0.759,-0.759
Pos48_Paired-Closing,-0.756,-0.756,-0.756
Pos50_Unpaired,-0.269,-0.158,-0.242
Pos50_Paired-Opening,-0.61,-0.61,-0.61
Pos51_Paired-Opening,-0.61,-0.595,-0.61
Pos51_Paired-Closing,-0.702,-0.688,-0.699
Pos52_Paired-Closing,-0.715,-0.715,-0.715
Pos54_Unpaired,-0.537,-0.515,-0.519
Pos54_Paired-Opening,-0.609,-0.039,-0.455
Pos55_Paired-Closing,-0.741,-0.252,-0.508
Pos56_Unpaired,-0.546,-0.206,-0.35
Pos58_Paired-Closing,-0.857,-0.791,-0.83
Pos59_Unpaired,-0.817,-0.728,-0.76
Pos60_Unpaired,-0.836,-0.716,-0.802
Pos61_Unpaired,-0.777,-0.565,-0.701
Pos62_Paired-Closing,-0.512,-0.17,-0.289
Pos64_Unpaired,-0.835,-0.796,-0.817
Pos65_Paired-Closing,-0.774,-0.681,-0.705
Pos67_Unpaired,-0.713,-0.713,-0.713
Pos68_Paired-Closing,-0.781,-0.54,-0.722
Pos69_Unpaired,-0.406,-0.058,-0.244
Pos70_Unpaired,-0.388,-0.388,-0.388
Pos71_Unpaired,-0.421,-0.421,-0.421
Pos72_Unpaired,-0.467,-0.432,-0.466
Pos73_Unpaired,-0.501,-0.288,-0.335
Pos75_Paired-Closing,-0.36,-0.36,-0.36
Pos76_Paired-Closing,-0.305,-0.305,-0.305
Pos77_Paired-Closing,-0.834,-0.818,-0.834
Pos78_Paired-Closing,-0.829,-0.824,-0.828
Pos80_Unpaired,-0.808,-0.807,-0.808
Pos81_Unpaired,-1.0,-1.0,-1.0
Pos81_Paired-Opening,-0.433,-0.384,-0.427
Pos82_Unpaired,-0.109,-0.109,-0.109
Pos82_Paired-Opening,-0.401,-0.378,-0.388
Pos83_Paired-Opening,-0.341,-0.128,-0.253
Pos84_Unpaired,-0.974,-0.895,-0.895
Pos85_Unpaired,-0.168,-0.166,-0.166
Pos86_Unpaired,-0.254,-0.185,-0.231
Pos86_Paired-Opening,-0.317,-0.097,-0.276
Pos87_Unpaired,-1.0,-0.667,-0.667
Pos88_Paired-Closing,-0.221,-0.023,-0.087
Pos90_Unpaired,-0.339,-0.327,-0.339
Pos91_Unpaired,-0.196,-0.196,-0.196
Pos93_Paired-Closing,-1.0,-0.85,-1.0
Pos94_Paired-Closing,-0.231,-0.179,-0.18
Pos95_Unpaired,-1.0,-1.0,-1.0
Pos96_Unpaired,-0.286,-0.286,-0.286
Pos97_Unpaired,-0.355,-0.355,-0.355
Pos98_Paired-Closing,-1.0,-0.429,-0.714
Pos99_Unpaired,-1.0,-1.0,-1.0
Pos100_Unpaired,-1.0,-1.0,-1.0
