Struct,Position,Computed_Spearman,Sign
O,54,0.0,zero
U,54,0.0,zero
C,55,0.0,zero
O,55,0.0,zero
U,55,0.0,zero
C,56,0.0,zero
O,56,0.862,positive
U,56,-0.862,negative
C,57,0.0,zero
O,57,0.542,positive
U,57,-0.608,negative
C,58,0.0,zero
O,58,0.0,zero
U,58,0.499,positive
C,59,0.0,zero
O,59,0.0,zero
U,59,0.571,positive
C,60,0.0,zero
O,60,0.57,positive
U,60,0.0,zero
C,61,0.0,zero
O,61,-0.64,negative
U,61,0.675,positive
C,62,0.0,zero
O,62,0.803,positive
U,62,-0.803,negative
C,63,0.0,zero
O,63,0.845,positive
U,63,-0.811,negative
C,64,0.0,zero
O,64,0.0,zero
U,64,0.795,positive
C,65,0.0,zero
O,65,0.0,zero
U,65,0.0,zero
C,66,0.0,zero
O,66,-0.838,negative
U,66,0.849,positive
C,67,0.0,zero
O,67,-0.765,negative
U,67,0.85,positive
C,68,0.0,zero
O,68,0.0,zero
U,68,0.0,zero
C,69,0.48,positive
O,69,0.0,zero
U,69,-0.506,negative
C,70,0.719,positive
O,70,-0.83,negative
U,70,0.265,positive
C,71,0.725,positive
O,71,-0.811,negative
U,71,0.388,positive
C,72,0.733,positive
O,72,0.784,positive
U,72,-0.49,negative
C,73,0.0,zero
O,73,0.651,positive
U,73,-0.651,negative
C,74,0.0,zero
O,74,0.0,zero
U,74,0.237,positive
C,75,0.0,zero
O,75,0.0,zero
U,75,-0.155,negative
C,76,0.0,zero
O,76,0.0,zero
U,76,-0.155,negative
C,77,0.0,zero
O,77,0.729,positive
U,77,-0.838,negative
C,78,0.0,zero
O,78,0.802,positive
U,78,-0.828,negative
C,79,0.0,zero
O,79,0.826,positive
U,79,-0.833,negative
C,80,0.0,zero
O,80,0.653,positive
U,80,0.0,zero
C,81,0.117,positive
O,81,0.0,zero
U,81,0.0,zero
C,82,0.0,zero
O,82,0.0,zero
U,82,0.0,zero
C,83,0.0,zero
O,83,0.173,positive
U,83,-0.134,negative
C,84,-0.212,negative
O,84,0.0,zero
U,84,0.204,positive
C,85,0.0,zero
O,85,0.217,positive
U,85,0.0,zero
C,86,0.0,zero
O,86,0.217,positive
U,86,0.0,zero
C,87,0.0,zero
O,87,0.0,zero
U,87,0.0,zero
C,88,0.0,zero
O,88,0.0,zero
U,88,0.0,zero
C,89,0.0,zero
O,89,-0.134,negative
U,89,0.134,positive
C,90,0.0,zero
O,90,-0.134,negative
U,90,0.0,zero
C,91,0.0,zero
O,91,0.0,zero
U,91,0.0,zero
C,92,0.0,zero
O,92,-0.173,negative
U,92,0.173,positive
C,93,0.0,zero
O,93,-0.173,negative
U,93,0.173,positive
C,94,0.0,zero
O,94,-0.173,negative
U,94,0.0,zero
C,95,0.0,zero
O,95,0.0,zero
U,95,0.0,zero
C,96,0.0,zero
O,96,0.0,zero
U,96,0.173,positive
C,97,0.0,zero
O,97,0.157,positive
U,97,-0.173,negative
C,98,0.0,zero
O,98,0.0,zero
U,98,0.0,zero
C,99,0.0,zero
O,99,0.0,zero
U,99,0.0,zero
C,100,0.0,zero
O,100,0.0,zero
U,100,0.0,zero
